DOI,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1016/j.funeco.2014.03.003,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.13007,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Cereal Fields,1,1,1,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1016/j.foreco.2016.04.020, Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Subtropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.1111/ele.12757,Y,0,0,0,0,1,0,Single,Terrestrial,Insects,Broad,0,0,0,1,1,Multiple,1,0,1,0,Multiple,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.0030-1299.2005.13632.x,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,1,0,0,Multiple,0,0
10.1371/journal.pone.0111227,Y,0,1,0,0,0,0,Single,Freshwater,Broad,River,0,1,0,1,0,Multiple,1,1,0,0,Multiple,0,0
10.1086/691537,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0098755,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Broad,1,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1899/06-12.1,Y,0,1,0,0,0,0,Single,Freshwater,Other,River,0,0,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1002/ecs2.1972,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12401,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12433,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/355073a0,Y,0,0,0,0,1,0,Single,Marine,Broad,Broad,0,0,0,0,1,Single,0,0,1,1,Multiple,0,0
10.1002/ece3.4090,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-011-1980-6,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1002/ece3.2495,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/ecog.02516,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Urban ,1,1,0,1,0,Multiple,1,1,0,0,Multiple,0,Habitat Degredation
10.1002/ajp.22374,Y,1,0,0,0,1,0,Multiple,Terrestrial,Mammals,Tropical Rainforest,0,1,0,0,1,Multiple,1,0,0,0,Single,0,0
10.1007/s10750-015-2389-8,Y,0,1,0,0,1,0,Multiple,Freshwater,Insects,Stream,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1016/bs.aecr.2016.10.008,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1469-8137.2011.04007.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.1309948110,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2435.2009.01528.x,Y,1,0,0,0,0,0,Single,Terrestrial,Mammals,Polar,1,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1086/656619,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s13744-012-0069-1,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Tropical Rainforest,0,1,0,0,1,Multiple,1,0,1,0,Multiple,0,0
10.1111/j.1469-8137.2010.03190.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ecy.2481,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/eap.1554/full,Y,0,0,0,0,1,0,Single,Freshwater,Broad,Stream,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1086/696978,Y,0,0,0,0,1,0,Single,Freshwater,Other,Stream,0,0,0,0,1,Single,1,0,0,1,Multiple,0,0
10.1002/ece3.748,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/07-1737.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/j.1365-2427.1994.tb01754.x,Y,0,1,0,0,0,0,Single,Freshwater,Plants,Floodplain,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1890/09-1290.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/13-2036.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Broad,1,0,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1111/j.1469-185X.2010.00171.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2017.06.056,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1461-0248.2009.01344.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12591,Y,0,0,0,0,1,0,Single,Freshwater,Other,River,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/j.1365-2745.2010.01743.x,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1560/KPRR-X1C3-5NHE-QV2N,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ntt.2013.07.001,Y,0,0,1,0,0,0,Single,Freshwater,Fish,Broad,0,0,0,0,1,Single,1,0,0,0,Single,0,Habitat Degredation
10.1890/12-1676.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1469-8137.2009.03075.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ecs2.2460,Y,0,1,0,0,0,0,Single,Marine,Broad,Continental Shelf,0,1,0,1,1,Multiple,1,0,1,1,Multiple,0,0
10.1007/s00114-011-0804-1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/brv.12366,Y,1,0,0,0,0,0,Single,Terrestrial,Multiple,Tropical Rainforest,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/303416,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1556/ComEc.14.2013.2.7,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,1,0,Multiple,0,Invasion
10.1038/ismej.2010.6,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ece3.1251,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ece3.4377,Y,1,0,0,0,0,0,Single,Terrestrial,Multiple,Broad,0,1,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1007/s10452-016-9597-9,Y,0,1,0,0,0,0,Single,Freshwater,Herps,Pond,0,1,0,0,0,Single,1,1,0,0,Multiple,0,0
10.1111/geb.12567,Y,0,0,0,0,1,0,Single,Terrestrial,Broad,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Invasion
10.1111/ddi.12747,Y,0,0,0,0,1,0,Single,Freshwater,Fish,Stream,1,1,0,1,0,Multiple,1,0,0,0,Single,0,Invasion
10.1111/1365-2435.12669,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/mec.13575,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11258-014-0405-0,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/11-0494.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jav.01745,Y,0,0,0,0,1,0,Single,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1111/1365-2745.12747,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Shrublands,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1093/femsec/fiv031,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/ES15-00121.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ppees.2017.01.004,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1654-1103.2012.01476.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Shrublands,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1890/0012-9658(2003)084[1129:AHUISP]2.0.CO;2,Y,0,0,0,0,0,1,Single,Marine,Broad,Broad,1,1,1,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/j.chemosphere.2009.10.066,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.0710672105,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1461-0248.2006.00924.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rsfs.2011.0083,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.geoderma.2013.03.010,Y,0,0,1,0,0,0,Single,Terrestrial,Other,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1371/journal.pone.0108985,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/srep29414,Y,0,1,0,0,0,1,Multiple,Freshwater,Fish,River,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/j.1365-2664.2011.02039.x,Y,0,0,0,0,1,0,Single,Terrestrial,Other,Broad,0,1,0,1,0,Multiple,1,1,0,0,Multiple,0,Invasion
10.1016/j.ecocom.2012.03.003,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1111/ele.12043,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12930,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1461-0248.2010.01456.x,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1016/j.ecolind.2016.07.019,Y,0,1,0,0,1,0,Multiple,Marine,Other,Estuary,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1186/1471-2148-8-68,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/jvs.12151,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/14-0910.1,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1139/cjz-79-10-1891,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.18054/pb.2016.118.3.3924,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Alpine,0,0,0,1,1,Multiple,1,1,0,0,Multiple,0,0
10.1186/1471-2164-15-492,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.2307/1941217,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,Y,1,0,0,0,0,0,Single,Terrestrial,Insects,Broad,1,1,0,1,1,Multiple,1,1,0,1,Multiple,0,0
10.1111/oik.01719,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.anbehav.2008.08.006,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1080/17451000.2013.793802,Y,0,1,0,0,0,0,Single,Marine,Fish,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1007/s10750-016-2981-6,Y,0,1,0,0,1,0,Multiple,Freshwater,Plankton,Lake,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Global Change Broad
10.1007/s10646-013-1068-7,Y,0,0,1,0,0,0,Single,Freshwater,Plankton,Lake,0,1,0,0,0,Single,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/08-1638.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.dsr.2017.11.010,Y,0,1,0,0,0,0,Single,Marine,Other,Deep Sea,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
unknown_18,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Temperate Forest,0,0,0,1,0,Single,1,1,0,0,Multiple,0,Global Change Broad
10.1111/j.1365-2664.2009.01714.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,1,0,Multiple,1,1,0,0,Multiple,0,0
10.1111/j.1466-8238.2012.00790.x,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.7717/peerj.1410,Y,0,0,0,0,1,0,Single,Terrestrial,Insects,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Global Change Broad
10.1111/geb.12521,Y,1,0,0,0,1,0,Multiple,Terrestrial,Insects,Broad,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,Habitat Degredation
10.1111/j.1600-0706.2012.00121.x,Y,0,0,0,1,0,0,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1016/j.flora.2017.02.004,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1748-7692.2006.00091.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_19,Y,0,1,0,0,1,0,Multiple,Freshwater,Herps,Pond,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/j.anbehav.2009.04.016,Y,0,0,1,0,0,0,Single,Terrestrial,Insects,Broad,0,0,0,0,1,Single,0,0,1,0,Single,0,0
10.1111/1365-2745.12098,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2745.12199,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1111/j.1366-9516.2004.00079.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jbi.13108,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1111/jbi.12639,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/evo.12817,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1139/cjfas-54-6-1211,Y,0,1,0,0,0,0,Single,Freshwater,Other,River,0,1,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1111/j.1600-0706.2012.20261.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Shrublands,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/j.1600-0706.2010.18860.x,Y,0,0,1,0,1,0,Multiple,Terrestrial,Insects,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1111/jvs.12615,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Urban ,0,0,0,1,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.1016/j.ecolmodel.2006.07.023,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1016/j.ecocom.2007.11.002,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1093/forestry/cpw018,Y,1,0,0,0,0,0,Single,Terrestrial,Insects,Broad,1,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
10.1016/j.ecolind.2017.09.047,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12135,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Alpine,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
10.1098/rstb.2015.0305,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/10-1707.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jvs.12555,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2435.12162,Y,0,0,0,1,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/oik.02760,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.rse.2018.02.031,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1163/156853989X00646,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jfb.12177,Y,0,1,0,0,0,0,Single,Marine,Fish,Continental Shelf,1,0,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1046/j.1523-1739.2002.02283.x,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Broad,1,1,0,1,1,Multiple,1,0,0,1,Multiple,0,Habitat Degredation
10.1186/s12302-018-0174-9,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2017.1405,Y,0,0,1,0,0,0,Single,Marine,Fish,Broad,1,1,0,0,0,Single,1,0,0,0,Single,0,Climate Change
unknown_20,Y,0,1,0,0,0,0,Single,Freshwater,Fish,Lake,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.3354/meps10622,Y,0,0,1,0,0,0,Single,Freshwater,Fish,Lake,0,0,0,0,1,Single,0,0,0,1,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2311.2008.01044.x,Y,0,0,1,0,0,0,Single,Terrestrial,Birds,Temperate Forest,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1111/j.1365-2427.1994.tb01756.x,Y,0,1,0,0,0,0,Single,Terrestrial,Broad,Broad,1,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/14-2326.1.sm,Y,1,0,0,0,1,0,Multiple,Terrestrial,Insects,Broad,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1371/journal.pbio.0040007,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.2307/2410901,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
10.1111/gcb.14119,Y,0,1,0,0,0,0,Single,Marine,Fish,Coral Reef,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,Climate Change
10.1111/j.1558-5646.2007.00029.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12444,Y,0,1,0,0,0,0,Single,Marine,Fish,Continental Shelf,0,0,0,0,1,Single,1,0,0,1,Multiple,0,0
10.1111/faf.12347,Y,1,0,0,1,0,0,Multiple,Marine,Fish,Broad,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1007/s10682-008-9267-z,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.paid.2018.09.013,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.anbehav.2012.01.032,Y,1,0,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1007/s10750-017-3199-y,Y,1,0,0,0,0,0,Single,Freshwater,Fish,Broad,0,1,0,1,1,Multiple,1,0,1,1,Multiple,0,0
10.1111/fwb.13233,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,Stream,1,1,0,0,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1111/j.1365-2699.2007.01824.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Herps,Tropical Rainforest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/jbi.13457,Y,0,1,0,0,0,0,Single,Freshwater,Other,Stream,0,1,0,0,1,Multiple,1,0,0,0,Single,0,0
10.1016/j.ecss.2013.06.019,Y,0,1,0,0,0,0,Single,Marine,Other,Sandy Beaches,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.2307/1939303,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.tree.2011.03.002,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2015.2702,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_21,Y,0,1,0,0,0,0,Single,Marine,Fish,Coral Reef,0,1,0,0,0,Single,1,0,0,1,Multiple,0,Invasion
unknown_22,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1098/rstb.2008.0286,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,Invasion
10.1002/jmor.20411,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12894,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Coastal Sandy Plain,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1371/journal.pone.0036760,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jmi.12233,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.3389/fevo.2018.00234,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.13029,Y,0,1,0,0,1,0,Multiple,Broad,Birds,Islands,1,0,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/j.1365-2745.2005.01046.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Seasonal Forest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/oik.05228,Y,0,0,1,0,1,0,Multiple,Terrestrial,Other,Temperate Forest,1,1,0,0,1,Multiple,1,0,0,0,Single,0,0
10.1371/journal.pone.0139194,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1186/1471-2164-15-1033,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2016.1207,Y,0,0,0,0,1,0,Single,Terrestrial,Mammals,Broad,0,1,0,0,1,Multiple,1,0,0,0,Single,0,Global Change Broad
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/nph.14498,Y,1,0,0,0,0,0,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1890/07-0179.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/S0929-1393(98)00103-6,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0081739,Y,0,1,0,1,0,0,Multiple,Terrestrial,Broad,Wetland,1,1,0,1,1,Multiple,1,1,0,1,Multiple,0,0
10.1111/gcb.12780,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,1,0,1,1,Multiple,1,0,1,1,Multiple,0,Invasion
10.1111/jeb.12421,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Islands,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/jeb.12845,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Desert,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/2041-210X.12914,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.1993.0057,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/S0065-2504(04)37006-6,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/ismej.2015.123,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ece3.2081,Y,0,1,0,0,0,0,Single,Freshwater,Insects,Stream,0,0,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1111/icad.12248,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1007/s00442-009-1446-2,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,Climate Change
10.1111/1365-2745.12334,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.13148,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0199898,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Riparian Area,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Climate Change
10.1016/j.soilbio.2014.04.002,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Broad,1,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1038/ncomms9877,Y,0,0,0,1,0,0,Single,Terrestrial,Multiple,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.baae.2018.07.009,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_23,Y,0,0,0,1,0,0,Single,Freshwater,Other,River,0,1,0,1,0,Multiple,1,0,0,1,Multiple,0,0
10.2478/s11756-014-0347-y,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,0,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/1365-2656.12271,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Forest Hedge,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.2007.0906-7590.05090.x,Y,1,0,0,0,0,0,Single,Marine,Birds,Broad,0,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
10.1111/j.1365-2656.2005.00981.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10452-017-9634-3,Y,0,1,0,0,0,0,Single,Freshwater,Plankton,Reservoir,1,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1016/j.ecolind.2017.12.003,Y,0,1,0,0,0,0,Single,Marine,Plankton,Estuary,1,0,1,0,0,Single,1,0,0,0,Single,0,0
10.1650/0010-5422(2007)109[132:SSDAME]2.0.CO;2,Y,1,1,0,0,0,0,Multiple,Terrestrial,Birds,Islands,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/gcb.13271,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
