DOI,Trait
10.1111/j.1365-2656.2010.01660.x,voltinism
10.1111/j.1365-2656.2010.01759.x,body shape
10.1111/j.1365-2656.2010.01759.x,colour pattern
10.1111/j.1365-2656.2010.01759.x,spectral reflectance
10.1111/j.1365-2656.2012.02015.x,adult survival
10.1111/j.1365-2656.2012.02015.x,nest dispersal
10.1111/j.1365-2656.2012.02015.x,reproductive skipping
10.1111/j.1365-2656.2012.02015.x,transient probability
10.1111/j.1365-2664.2006.001175.x,ballooning propensity
10.1111/j.1365-2664.2006.001175.x,body size
10.1111/j.1365-2664.2006.001175.x,diurnality
10.1111/j.1365-2664.2006.001175.x,nocturnality
10.1111/j.1365-2664.2006.001175.x,seasonal activity
10.1111/j.1365-2664.2006.001175.x,size
10.1111/j.1365-2664.2006.001175.x,time to maturity
10.1111/j.1365-2664.2009.01714.x,canopy height
10.1111/j.1365-2664.2009.01714.x,canopy structure
10.1111/j.1365-2664.2009.01714.x,dispersal type
10.1111/j.1365-2664.2009.01714.x,flowering phenology
10.1111/j.1365-2664.2009.01714.x,growth form
10.1111/j.1365-2664.2009.01714.x,leaf persistence
10.1111/j.1365-2664.2009.01714.x,life form
10.1111/j.1365-2664.2009.01714.x,life history
10.1111/j.1365-2664.2009.01714.x,reproductive mode
10.1111/j.1365-2664.2009.01714.x,seed shape
10.1111/j.1365-2664.2009.01714.x,seed weight
10.1111/j.1365-2664.2009.01714.x,type of clonality
10.1111/j.1365-2664.2011.02039.x,diploid
10.1111/j.1365-2664.2011.02039.x,existence of a mechanism of long-distance dispersal
10.1111/j.1365-2664.2011.02039.x,life cycle
10.1111/j.1365-2664.2011.02039.x,mitospore
10.1111/j.1365-2664.2011.02039.x,pluricellular
10.1111/j.1365-2664.2011.02039.x,pigmentation
10.1111/j.1365-2664.2011.02039.x,shape
10.1111/j.1365-2664.2011.02039.x,size
10.1111/j.1365-2664.2012.02211.x,conservation status
10.1111/j.1365-2664.2012.02211.x,feeding method
10.1111/j.1365-2664.2012.02211.x,mobility
10.1111/j.1365-2699.2007.01824.x,body size
10.1111/j.1365-2699.2007.01824.x,colour
10.1111/j.1365-2699.2007.01824.x,flank-stripe pattern
10.1111/j.1365-2699.2010.02433.x,buds
10.1111/j.1365-2699.2010.02433.x,hair density
10.1111/j.1365-2699.2010.02433.x,hydathodes
10.1111/j.1365-2699.2010.02433.x,indusium
10.1111/j.1365-2699.2010.02433.x,laminar dissection
10.1111/j.1365-2699.2010.02433.x,laminar morphology
10.1111/j.1365-2699.2010.02433.x,laminar thickness
10.1111/j.1365-2699.2010.02433.x,rhizome type
10.1111/j.1365-2699.2010.02433.x,scale density
10.1111/j.1365-2699.2011.02502.x,body size
10.1111/j.1365-2699.2011.02502.x,foraging behaviour
10.1111/j.1365-2699.2011.02502.x,stratum of hunting
10.1111/j.1365-2699.2011.02502.x,trophic guild
10.1111/j.1365-2745.2005.01046.x,dispersal method
10.1111/j.1365-2745.2005.01046.x,fruit size
10.1111/j.1365-2745.2005.01046.x,fruit type
10.1111/j.1365-2745.2005.01046.x,leaf size
10.1111/j.1365-2745.2005.01046.x,re-sprout
10.1111/j.1365-2745.2005.01046.x,seed size
10.1111/j.1365-2745.2005.01046.x,shade tolerance
10.1111/j.1365-2745.2005.01046.x,wood density
10.1111/j.1365-2745.2009.01610.x,canopy height
10.1111/j.1365-2745.2009.01610.x,canopy structure
10.1111/j.1365-2745.2009.01610.x,clonality
10.1111/j.1365-2745.2009.01610.x,endozoochory
10.1111/j.1365-2745.2009.01610.x,epizoochory
10.1111/j.1365-2745.2009.01610.x,flowering period
10.1111/j.1365-2745.2009.01610.x,flowering start
10.1111/j.1365-2745.2009.01610.x,grass
10.1111/j.1365-2745.2009.01610.x,individual leaf area
10.1111/j.1365-2745.2009.01610.x,lateral spread
10.1111/j.1365-2745.2009.01610.x,LDMC
10.1111/j.1365-2745.2009.01610.x,leaf phenology
10.1111/j.1365-2745.2009.01610.x,leaf thickness
10.1111/j.1365-2745.2009.01610.x,legume
10.1111/j.1365-2745.2009.01610.x,life form
10.1111/j.1365-2745.2009.01610.x,life history
10.1111/j.1365-2745.2009.01610.x,mycorrhizas
10.1111/j.1365-2745.2009.01610.x,ornithochorty
10.1111/j.1365-2745.2009.01610.x,seed bank persistence
10.1111/j.1365-2745.2009.01610.x,seed dormancy breaking
10.1111/j.1365-2745.2009.01610.x,seed terminal velocity
10.1111/j.1365-2745.2009.01610.x,seed weight
10.1111/j.1365-2745.2009.01610.x,SLA
10.1111/j.1365-2745.2010.01650.x,clonality
10.1111/j.1365-2745.2010.01650.x,dispersal ability
10.1111/j.1365-2745.2010.01650.x,growth form
10.1111/j.1365-2745.2010.01650.x,life history strategy
10.1111/j.1365-2745.2010.01650.x,longevity
10.1111/j.1365-2745.2010.01650.x,plant size
10.1111/j.1365-2745.2010.01650.x,SLA
10.1111/j.1365-2745.2010.01651.x,LDMC
10.1111/j.1365-2745.2010.01651.x,leaf N content
10.1111/j.1365-2745.2010.01651.x,max veg height
10.1111/j.1365-2745.2010.01687.x,height
10.1111/j.1365-2745.2010.01687.x,LDMC
10.1111/j.1365-2745.2010.01687.x,SLA
10.1111/j.1365-2745.2010.01743.x,hairy leaves
10.1111/j.1365-2745.2010.01743.x,life cycle
10.1111/j.1365-2745.2010.01743.x,pollination
10.1111/j.1365-2745.2010.01743.x,spikiness
10.1111/j.1365-2745.2011.01795.x,max plant height
10.1111/j.1365-2745.2011.01795.x,SLA
10.1111/j.1365-2745.2011.01860.x,canopy height at maturity
10.1111/j.1365-2745.2011.01860.x,clonal strategy
10.1111/j.1365-2745.2011.01860.x,leaf habit of woody species
10.1111/j.1365-2745.2011.01860.x,life form
10.1111/j.1365-2745.2011.01860.x,life span
10.1111/j.1365-2745.2011.01860.x,N-fixing potential of forbs
10.1111/j.1365-2745.2011.01860.x,origin
10.1111/j.1365-2745.2011.01860.x,photosynthetic pathway of graminoids
10.1111/j.1365-2745.2011.01932.x,flowering duration
10.1111/j.1365-2745.2011.01932.x,flowering onset
10.1111/j.1365-2745.2011.01932.x,germination onset
10.1111/j.1365-2745.2011.01932.x,leaf N content
10.1111/j.1365-2745.2011.01932.x,leaf nitrogen per area
10.1111/j.1365-2745.2011.01932.x,leaf size
10.1111/j.1365-2745.2011.01932.x,seed mass of the dispersule
10.1111/j.1365-2745.2011.01932.x,seed mass of the germinule
10.1111/j.1365-2745.2011.01932.x,SLA
10.1111/j.1365-2745.2011.01932.x,typical maximum canopy height
10.1111/j.1365-2745.2011.01932.x,woodiness
10.1111/j.1365-2745.2012.01965.x,N content
10.1111/j.1365-2745.2012.01965.x,P content
10.1111/j.1365-2745.2012.01965.x,thickness and tissue density
10.1111/j.1365-2745.2012.01966.x,foliar N15 composition
10.1111/j.1365-2745.2012.01966.x,foliar C: N ration
10.1111/j.1365-2745.2012.01966.x,laminar thickness
10.1111/j.1365-2745.2012.01966.x,laminar total chlorophyll
10.1111/j.1365-2745.2012.01966.x,laminar toughness
10.1111/j.1365-2745.2012.01966.x,leaf N concentration
10.1111/j.1365-2745.2012.01966.x,SLA
10.1111/j.1365-2745.2012.01966.x,laminar surface area
10.1111/j.1365-2745.2012.01966.x,trunk xylem density
10.1111/j.1366-9516.2005.00169.x,aggression
10.1111/j.1366-9516.2005.00169.x,body size
10.1111/j.1366-9516.2005.00169.x,diet
10.1111/j.1366-9516.2005.00169.x,habitat preferences
10.1111/j.1438-8677.2012.00684.x,mucilage production
10.1111/j.1438-8677.2012.00684.x,seed number
10.1111/j.1438-8677.2012.00684.x,seed size
10.1111/j.1461-0248.2009.01307.x,body mass
10.1111/j.1461-0248.2009.01307.x,geographical range size
10.1111/j.1461-0248.2009.01307.x,gestation length
10.1111/j.1461-0248.2009.01307.x,species population density
10.1111/j.1461-0248.2009.01307.x,weaning age
10.1111/j.1461-0248.2010.01456.x,canopy height
10.1111/j.1461-0248.2010.01456.x,leaf area
10.1111/j.1461-0248.2010.01456.x,leaf length
10.1111/j.1461-0248.2010.01456.x,leaf resistance to traction
10.1111/j.1461-0248.2010.01456.x,leaf shape
10.1111/j.1461-0248.2010.01456.x,leaf texture
10.1111/j.1461-0248.2010.01456.x,plant inclination
10.1111/j.1461-0248.2010.01541.x,leaf area
10.1111/j.1461-0248.2010.01541.x,leaf N content
10.1111/j.1461-0248.2010.01541.x,leaf P content
10.1111/j.1461-0248.2010.01541.x,leaf succulence
10.1111/j.1461-0248.2010.01541.x,maximum tree height
10.1111/j.1461-0248.2010.01541.x,seed mass
10.1111/j.1461-0248.2010.01541.x,SLA
10.1111/j.1461-0248.2010.01541.x,wood specific gravity
10.1111/j.1461-0248.2012.01788.x,carapace length
10.1111/j.1461-0248.2012.01788.x,degree of sociality
10.1111/j.1461-0248.2012.01861.x,colony growth form
10.1111/j.1461-0248.2012.01861.x,corallite diameter
10.1111/j.1461-0248.2012.01861.x,depth range
10.1111/j.1461-0248.2012.01861.x,generation time
10.1111/j.1461-0248.2012.01861.x,growth rate
10.1111/j.1461-0248.2012.01861.x,maximum colony size
10.1111/j.1461-0248.2012.01861.x,reproductive mode and fecundity
10.1111/j.1461-0248.2012.01861.x,skeletal density
10.1111/j.1461-0248.2012.01861.x,solitary colony formation
10.1111/j.1461-0248.2012.01861.x,symbiotic zooxanthellae associations
10.1111/j.1466-8238.2010.00623.x,K content
10.1111/j.1466-8238.2010.00623.x,leaf size
10.1111/j.1466-8238.2010.00623.x,leaf toughness
10.1111/j.1466-8238.2010.00623.x,P content
10.1111/j.1466-8238.2010.00623.x,SLA
10.1111/j.1466-8238.2010.00623.x,tissue concentrations of N
10.1111/j.1466-8238.2010.00623.x,water and total phenols
10.1111/j.1466-8238.2010.00641.x,leaf size
10.1111/j.1466-8238.2010.00641.x,max height at maturity
10.1111/j.1466-8238.2010.00641.x,seed size
10.1111/j.1466-8238.2010.00641.x,wood density
10.1111/j.1466-8238.2011.00719.x,breeding activity
10.1111/j.1466-8238.2011.00719.x,breeding type
10.1111/j.1466-8238.2011.00719.x,broad habitat preference
10.1111/j.1466-8238.2011.00719.x,daily activity
10.1111/j.1466-8238.2011.00719.x,eco-morphology
10.1111/j.1466-8238.2011.00719.x,reproductive mode
10.1111/j.1466-8238.2011.00719.x,sexual size dimorphism
10.1111/j.1466-8238.2011.00719.x,snout-vent length
10.1111/j.1466-8238.2012.00790.x,canopy height
10.1111/j.1466-8238.2012.00790.x,LDMC
10.1111/j.1466-8238.2012.00790.x,SLA
10.1111/j.1469-1795.2012.00528.x,body size
10.1111/j.1469-1795.2012.00528.x,diet
10.1111/j.1469-1795.2012.00528.x,foraging method
10.1111/j.1469-1795.2012.00528.x,foraging substrate
10.1111/j.1469-8137.2006.01811.x,pollination type
10.1111/j.1472-4642.2007.00381.x,cold stratification required
10.1111/j.1472-4642.2007.00381.x,nonfamilial invasive
10.1111/j.1472-4642.2007.00381.x,congeneric invasive
10.1111/j.1472-4642.2007.00381.x,cosexual
10.1111/j.1472-4642.2007.00381.x,dioecious
10.1111/j.1472-4642.2007.00381.x,fleshy fruit
10.1111/j.1472-4642.2007.00381.x,flowering season
10.1111/j.1472-4642.2007.00381.x,fruit maturity
10.1111/j.1472-4642.2007.00381.x,fruit size
10.1111/j.1472-4642.2007.00381.x,growth form
10.1111/j.1472-4642.2007.00381.x,growth rate
10.1111/j.1472-4642.2007.00381.x,hardiness zone max
10.1111/j.1472-4642.2007.00381.x,hardiness zone min
10.1111/j.1472-4642.2007.00381.x,invasive elsewhere
10.1111/j.1472-4642.2007.00381.x,known hybrids
10.1111/j.1472-4642.2007.00381.x,native latitudinal range
10.1111/j.1472-4642.2007.00381.x,native longitudinal range
10.1111/j.1472-4642.2007.00381.x,native to north America
10.1111/j.1472-4642.2007.00381.x,naturalized elsewhere
10.1111/j.1472-4642.2007.00381.x,scarification required
10.1111/j.1472-4642.2007.00381.x,seed dispersal
10.1111/j.1472-4642.2007.00381.x,seed size
10.1111/j.1472-4642.2007.00381.x,seeds per fruit
10.1111/j.1472-4642.2007.00381.x,shade tolerance
10.1111/j.1472-4642.2007.00381.x,Soil moisture
10.1111/j.1472-4642.2007.00381.x,soil pH
10.1111/j.1472-4642.2007.00381.x,susceptible to pathogens
10.1111/j.1472-4642.2007.00381.x,susceptible to pests
10.1111/j.1472-4642.2007.00381.x,vegetative reproduction
10.1111/j.1472-4642.2009.00599.x,ash
10.1111/j.1472-4642.2009.00599.x,Ca%
10.1111/j.1472-4642.2009.00599.x,Cu
10.1111/j.1472-4642.2009.00599.x,dry pulp:seed mass
10.1111/j.1472-4642.2009.00599.x,dry weight ratios of pulp to seed
10.1111/j.1472-4642.2009.00599.x,fat
10.1111/j.1472-4642.2009.00599.x,Fe
10.1111/j.1472-4642.2009.00599.x,fruit length
10.1111/j.1472-4642.2009.00599.x,fruit length:width
10.1111/j.1472-4642.2009.00599.x,fruit mass
10.1111/j.1472-4642.2009.00599.x,fruit width
10.1111/j.1472-4642.2009.00599.x,K content
10.1111/j.1472-4642.2009.00599.x,Mg%
10.1111/j.1472-4642.2009.00599.x,mineral traits
10.1111/j.1472-4642.2009.00599.x,Mn
10.1111/j.1472-4642.2009.00599.x,moisture
10.1111/j.1472-4642.2009.00599.x,N content
10.1111/j.1472-4642.2009.00599.x,P content
10.1111/j.1472-4642.2009.00599.x,pulp dry weight
10.1111/j.1472-4642.2009.00599.x,pulp macronutrient
10.1111/j.1472-4642.2009.00599.x,pulp wet weight
10.1111/j.1472-4642.2009.00599.x,relative yield
10.1111/j.1472-4642.2009.00599.x,seed dry weight
10.1111/j.1472-4642.2009.00599.x,seed length
10.1111/j.1472-4642.2009.00599.x,seed length to width ratio
10.1111/j.1472-4642.2009.00599.x,seed length:width
10.1111/j.1472-4642.2009.00599.x,seed mass
10.1111/j.1472-4642.2009.00599.x,seed number
10.1111/j.1472-4642.2009.00599.x,seed wet weight
10.1111/j.1472-4642.2009.00599.x,seed width
10.1111/j.1472-4642.2009.00599.x,sugar profile
10.1111/j.1472-4642.2009.00599.x,total sugars
10.1111/j.1472-4642.2009.00599.x,wet pulp: seed mass
10.1111/j.1472-4642.2009.00599.x,wet weight ratio of pulp to seed
10.1111/j.1472-4642.2009.00599.x,whole fruit to width ratio
10.1111/j.1472-4642.2009.00599.x,whole fruit weight
10.1111/j.1472-4642.2009.00599.x,Zc
10.1111/j.1558-5646.2010.01131.x,growth
10.1111/j.1558-5646.2010.01131.x,leaf shape
10.1111/j.1558-5646.2010.01131.x,leaf size
10.1111/j.1558-5646.2010.01131.x,photosynthetic rate
10.1111/j.1558-5646.2010.01131.x,SLA
10.1111/j.1558-5646.2010.01131.x,stomatal density
10.1111/j.1600-0587.2012.00011.x,leaf area
10.1111/j.1600-0587.2012.00011.x,leaf N
10.1111/j.1600-0587.2012.00011.x,leaf phosphorus
10.1111/j.1600-0587.2012.00011.x,max height
10.1111/j.1600-0587.2012.00011.x,SLA
10.1111/j.1600-0587.2012.00011.x,wood density
10.1111/j.1600-0587.2013.00122.x,dispersal mechanism
10.1111/j.1600-0587.2013.00237.x,LDMC
10.1111/j.1600-0587.2013.00237.x,leaf N content
10.1111/j.1600-0587.2013.00237.x,seed mass
10.1111/j.1600-0587.2013.00237.x,SLA
10.1111/j.1600-0587.2013.00237.x,vegetative height
10.1111/j.1600-0706.2010.18411.x,LDMC
10.1111/j.1600-0706.2010.18411.x,leaf angle
10.1111/j.1600-0706.2010.18411.x,life form
10.1111/j.1600-0706.2010.18411.x,N-fixation capacity
10.1111/j.1600-0706.2010.18411.x,photosynthetic pathway
10.1111/j.1600-0706.2010.18411.x,presence of a tap root
10.1111/j.1600-0706.2010.18411.x,SLA
10.1111/j.1600-0706.2012.20261.x,life span
10.1111/j.1600-0706.2012.20261.x,seed dispersal mode
10.1111/j.1600-0706.2012.20261.x,seed mass
10.1111/j.1600-0706.2012.20261.x,SLA
10.1111/j.1600-0706.2012.20261.x,start of flowering
10.1111/j.1600-0706.2012.20261.x,vegetative height
10.1111/j.1600-0706.2013.00979.x,flowering start
10.1111/j.1600-0706.2013.00979.x,LDMC
10.1111/j.1600-0706.2013.00979.x,pollen vector
10.1111/j.1600-0706.2013.00979.x,seed longevity
10.1111/j.1600-0706.2013.00979.x,seed mass
10.1111/j.1600-0706.2013.00979.x,SLA
10.1111/j.1600-0706.2013.00979.x,terminal velocity
10.1111/j.1600-0706.2013.00979.x,veg height
10.1111/j.1600-0706.2013.00979.x,vegetative spread
10.1111/j.1654-1103.2009.01160.x,dispersal type
10.1111/j.1654-1103.2009.01160.x,ellenburg indicator values
10.1111/j.1654-1103.2009.01160.x,leaf anatomy
10.1111/j.1654-1103.2009.01160.x,leaf persistence
10.1111/j.1654-1103.2009.01160.x,life form
10.1111/j.1654-1103.2009.01160.x,life span
10.1111/j.1654-1103.2009.01160.x,life strategy
10.1111/j.1654-1103.2009.01160.x,number of geographical zones
10.1111/j.1654-1103.2009.01160.x,pollination mode
10.1111/j.1654-1103.2009.01160.x,reproductive mode
10.1111/j.1654-1103.2009.01160.x,seed mass
10.1111/j.1654-1103.2011.01384.x,leaf mass:twig mass
10.1111/j.1654-1103.2011.01384.x,mature plant height
10.1111/j.1654-1103.2011.01384.x,SLA
10.1111/j.1654-1103.2011.01384.x,total leaf area
10.1111/j.1654-1103.2011.01384.x,total leaf area of a twig:twig cross-sectional area
10.1111/j.1654-1103.2012.01428.x,flower size
10.1111/j.1654-1103.2012.01428.x,fruit size
10.1111/j.1654-1103.2012.01428.x,fruit type
10.1111/j.1654-1103.2012.01428.x,growth form
10.1111/j.1654-1103.2012.01428.x,leaf size
10.1111/j.1654-1103.2012.01428.x,pollination
10.1111/j.1654-1103.2012.01428.x,sexual system
10.1111/j.1654-1103.2012.01476.x,dispersal method
10.1111/j.1654-1103.2012.01476.x,life form
10.1111/j.1654-1103.2012.01476.x,mode of seed storage
10.1111/j.1654-1103.2012.01476.x,regenerative response to fire
10.1111/j.1654-1103.2012.01476.x,seed size
10.1111/jav.01745,prey agility
10.1111/jav.01745,reversed sexual dimorphism
10.1111/jav.01745,structural complexity of hunting habitat
10.1111/jav.01745,territoriality
10.1111/jav.01745,territory size
10.1111/jbi.12284,quantity of longitudinal cuticle furrows
10.1111/jbi.12284,antero posterior pigmentation gradient
10.1111/jbi.12284,complexity of muscle organisation
10.1111/jbi.12284,complexity of seminal vesicles
10.1111/jbi.12284,complexity of typhlosole
10.1111/jbi.12284,degree of flattening of the posterior body
10.1111/jbi.12284,dorsovental position of setae
10.1111/jbi.12284,dorsoventral pigmentation gradient
10.1111/jbi.12284,epidermis smoothness
10.1111/jbi.12284,epidermis thickness
10.1111/jbi.12284,Flattening of clitellum
10.1111/jbi.12284,max body mass
10.1111/jbi.12284,max body width
10.1111/jbi.12284,maximal body length
10.1111/jbi.12284,pigmentation
10.1111/jbi.12284,position of clitellum
10.1111/jbi.12284,position of crop
10.1111/jbi.12284,position of female pores
10.1111/jbi.12284,position of first dorsal pore
10.1111/jbi.12284,position of male pores
10.1111/jbi.12284,position of ovary
10.1111/jbi.12284,position of seminal vesicles
10.1111/jbi.12284,position of the heart
10.1111/jbi.12284,position of typhlosole
10.1111/jbi.12284,presence of calciferous gland
10.1111/jbi.12284,puberculum presence
10.1111/jbi.12284,quantity of mucus
10.1111/jbi.12284,septum thickness
10.1111/jbi.12284,Size of clitellum
10.1111/jbi.12284,size of male pores
10.1111/jbi.12284,size of nephridiopores
10.1111/jbi.12284,size of the heart
10.1111/jbi.12284,visibility of dorsal pore
10.1111/jbi.12574,diet
10.1111/jbi.12574,max body size
